2567,22.0137
2567.015,22.0167
2567.03,21.9885
2567.045,21.9872
2567.06,21.965
2567.075,21.9152
2567.09,21.9421
2567.105,22.0015
2567.12,22.0176
2567.135,22.0309
2567.15,22.0539
2567.165,22.0716
2567.18,22.0811
2567.195,22.0791
2567.21,22.0598
2567.225,22.0757
2567.24,22.1178
2567.255,22.0801
2567.27,22.0024
2567.285,22.048
2567.3,22.1446
2567.315,22.1284
2567.33,22.0565
2567.345,22.0293
2567.36,22.028
2567.375,22.0205
2567.39,22.0152
2567.405,22.0124
2567.42,22.0183
2567.435,22.0289
2567.45,22.0419
2567.465,22.0556
2567.48,22.0676
2567.495,22.0786
2567.51,22.0715
2567.525,22.0641
2567.54,22.0743
2567.555,22.0706
2567.57,22.0619
2567.585,22.0701
2567.6,22.069
2567.615,22.0172
2567.63,21.928
2567.645,21.8432
2567.66,21.7043
2567.675,21.4904
2567.69,21.3165
2567.705,21.2415
2567.72,21.1934
2567.735,21.1564
2567.75,21.2162
2567.765,21.3011
2567.78,21.3074
2567.795,21.2497
2567.81,21.1033
2567.825,20.9313
2567.84,20.7834
2567.855,20.6621
2567.87,20.6146
2567.885,20.6247
2567.9,20.6699
2567.915,20.7713
2567.93,20.8874
2567.945,20.8569
2567.96,20.7687
2567.975,20.7946
2567.99,20.7669
2568.005,20.6343
2568.02,20.8227
2568.035,21.3942
2568.05,21.7916
2568.065,21.5209
2568.08,20.0647
2568.095,18.6119
2568.11,18.0888
2568.125,17.808
2568.14,17.7181
2568.155,17.6454
2568.17,17.6023
2568.185,17.5808
2568.2,17.5174
2568.215,17.2996
2568.23,16.8422
2568.245,16.3404
2568.26,16.0409
2568.275,15.9157
2568.29,15.8537
2568.305,15.7746
2568.32,15.6716
2568.335,15.6244
2568.35,15.6087
2568.365,15.591
2568.38,15.5816
2568.395,15.6442
2568.41,15.8681
2568.425,16.2091
2568.44,16.4166
2568.455,16.318
2568.47,16.006
2568.485,15.6505
2568.5,15.4486
2568.515,15.3746
2568.53,15.3867
2568.545,15.4095
2568.56,15.3959
2568.575,15.3507
2568.59,15.341
2568.605,15.4517
2568.62,15.5672
2568.635,15.598
2568.65,15.6187
2568.665,15.6869
2568.68,15.7133
2568.695,15.7054
2568.71,15.6655
2568.725,15.6082
2568.74,15.4742
2568.755,15.3238
2568.77,15.4023
2568.785,15.6496
2568.8,15.5372
2568.815,15.3898
2568.83,15.4559
2568.845,15.5121
2568.86,15.4539
2568.875,15.3647
2568.89,15.3414
2568.905,15.3991
2568.92,15.4112
2568.935,15.3624
2568.95,15.3439
2568.965,15.3878
2568.98,15.4375
2568.995,15.4172
2569.01,15.3574
2569.025,15.3831
2569.04,15.3498
2569.055,15.327
2569.07,15.4271
2569.085,15.449
2569.1,15.3956
2569.115,15.384
2569.13,15.4725
2569.145,15.5165
2569.16,15.4815
2569.175,15.4607
2569.19,15.5034
2569.205,15.5715
2569.22,15.5838
2569.235,15.5656
2569.25,15.6096
2569.265,15.6542
2569.28,15.6358
2569.295,15.6423
2569.31,15.6916
2569.325,15.8171
2569.34,15.9116
2569.355,15.9921
2569.37,16.089
2569.385,16.1486
2569.4,16.1257
2569.415,16.1271
2569.43,16.2203
2569.445,16.3205
2569.46,16.3871
2569.475,16.4703
2569.49,16.5257
2569.505,16.5233
2569.52,16.4865
2569.535,16.5115
2569.55,16.6358
2569.565,16.6758
2569.58,16.6719
2569.595,16.6163
2569.61,16.5603
2569.625,16.4759
2569.64,16.4329
2569.655,16.4354
2569.67,16.5305
2569.685,16.5251
2569.7,16.4425
2569.715,16.4634
2569.73,16.5222
2569.745,16.4673
2569.76,16.4245
2569.775,16.3835
2569.79,16.3739
2569.805,16.4253
2569.82,16.4609
2569.835,16.4415
2569.85,16.4289
2569.865,16.5174
2569.88,16.5261
2569.895,16.4663
2569.91,16.5527
2569.925,16.5714
2569.94,16.4717
2569.955,16.4896
2569.97,16.5882
2569.985,16.5559
2570,16.4246
